Abbr,Department,Agency/body,Agency abbr,Name of service,Slug,2012-Q4 Vol.,2012-Q4 CPT (£),2012-Q4 Digital vol.,2012-Q4 Digital CPT (£),2012-Q4 Completion rate,2012-Q4 User satisfaction,2013-Q1 Vol.,2013-Q1 CPT (£),2013-Q1 Digital vol.,2013-Q1 Digital CPT (£),2013-Q1 Completion rate,2013-Q1 User satisfaction,2013-Q2 Vol.,2013-Q2 CPT (£),2013-Q2 Digital vol.,2013-Q2 Digital CPT (£),2013-Q2 Completion rate,2013-Q2 User satisfaction,2013-Q3 Vol.,2013-Q3 CPT (£),2013-Q3 Digital vol.,2013-Q3 Digital CPT (£),2013-Q3 Completion rate,2013-Q3 User satisfaction,2013-Q4 Vol.,2013-Q4 CPT (£),2013-Q4 Digital vol.,2013-Q4 Digital CPT (£),2013-Q4 Completion rate,2013-Q4 User satisfaction,2014-Q1 Vol.,2014-Q1 CPT (£),2014-Q1 Digital vol.,2014-Q1 Digital CPT (£),2014-Q1 Completion rate,2014-Q1 User satisfaction,2014-Q2 Vol.,2014-Q2 CPT (£),2014-Q2 Digital vol.,2014-Q2 Digital CPT (£),2014-Q2 Completion rate,2014-Q2 User satisfaction,2014-Q3 Vol.,2014-Q3 CPT (£),2014-Q3 Digital vol.,2014-Q3 Digital CPT (£),2014-Q3 Completion rate,2014-Q3 User satisfaction,2014-Q4 Vol.,2014-Q4 CPT (£),2014-Q4 Digital vol.,2014-Q4 Digital CPT (£),2014-Q4 Completion rate,2014-Q4 User satisfaction,2015-Q1 Vol.,2015-Q1 CPT (£),2015-Q1 Digital vol.,2015-Q1 Digital CPT (£),2015-Q2 Vol.,2015-Q2 CPT (£),2015-Q2 Digital vol.,2015-Q2 Digital CPT (£),2015-Q3 Vol.,2015-Q3 CPT (£),2015-Q3 Digital vol.,2015-Q3 Digital CPT (£),2015-Q4 Vol.,2015-Q4 CPT (£),2015-Q4 Digital vol.,2015-Q4 Digital CPT (£),2016-Q1 Vol.,2016-Q1 CPT (£),2016-Q1 Digital vol.,2016-Q1 Digital CPT (£),2016-Q2 Vol.,2016-Q2 CPT (£),2016-Q2 Digital vol.,2016-Q2 Digital CPT (£),2016-Q3 Vol.,2016-Q3 CPT (£),2016-Q3 Digital vol.,2016-Q3 Digital CPT (£),2016-Q4 Vol.,2016-Q4 CPT (£),2016-Q4 Digital vol.,2016-Q4 Digital CPT (£),2017-Q1 Vol.,2017-Q1 CPT (£),2017-Q1 Digital vol.,2017-Q1 Digital CPT (£),2017-Q2 Vol.,2017-Q2 CPT (£),2017-Q2 Digital vol.,2017-Q2 Digital CPT (£),Category,URL,Service link text,Description of service,Notes on costs,Other notes,Customer type,Business model,"Previous dept 
 (MOG, Jun 2016)","Dept providing data 
(MOG , Jun 2016)",previous agency,Keywords,Notes [for GDS only],Hi-vol,Latest volumes,Latest digital take-up,Latest digital totals,,,,,FOI URL,Also check PP dashboard for more detailed channel breakdwon,Type of transaction,Type notes,"Total transactions
Jul - Sep 2012","Total transactions
Oct - Dec 2012","Total transactions
Jan - Mar 2013","Total transactions
Apr - Jun 2013","Total transactions
Jul - Sep 2013","Total transactions
Oct - Dec 2013","Total transactions
Jan - Mar 2014","Total transactions
Apr - Jun 2014","Total transactions
Jul - Sep 2014","Total transactions
Oct - Dec 2014","Total transactions
Jan - Mar 2015","Total transactions
Apr - Jun 2015","Total transactions
Jul - Sep 2015","Total transactions
Oct - Dec 2015","Total transactions
Jan - Mar 2016","Total transactions
Apr - Jun 2016","Total transactions
Jul - Sep 2016","Total transactions
Oct - Dec 2016","Total transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,"Digital transactions
Jul - Sep 2012","Digital transactions
Oct - Dec 2012","Digital transactions
Jan - Mar 2013","Digital transactions
Apr - Jun 2013","Digital transactions
Jul - Sep 2013","Digital transactions
Oct - Dec 2013","Digital transactions
Jan - Mar 2014","Digital transactions
Apr - Jun 2014","Digital transactions
Jul - Sep 2014","Digital transactions
Oct - Dec 2014","Digital transactions
Jan - Mar 2015","Digital transactions
Apr - Jun 2015","Digital transactions
Jul - Sep 2015","Digital transactions
Oct - Dec 2015","Digital transactions
Jan - Mar 2016","Digital transactions
Apr - Jun 2016","Digital transactions
Jul - Sep 2016","Digital transactions
Oct - Dec 2016","Digital transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,Digital exceeds all (quarters),Digital exceeds all (years)
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Consular services: online requests for appointments,fco-online-requests-for-appointments-at-consular-offices,,,,,,,,,,,,,,,,,,,"12,278",,"12,278",,,,"17,074",,"17,074",,,,"18,078",,"18,078",,,,"17,973",,,,,,"12,573",,,,,,"7,930",,"7,930",,,,"5,033",1.53,,1.53,"7,739",,,,"19,759",,,,"34,848",,,,"46,445",,,,"53,028",,,,,,,,,,,,,,,,,,,,Booking events and resources,,,Data for requests for appointments at consular offices.,Costs are estimates but include both contract costs and staff costs (including costs for assisted digital). ,Figures are for the digital service only.,Individuals,Fees and charges,FCO,FCO,,,"Data collection started Oct 12. [As of Sep 13, can be booked at Bulgaria, China (several), Colombia, Costa Rica, Kazakhstan, USA (several)]",,"53,028",,"7,930",,,,,,,,,0,"3,189","3,689","5,400","4,796","4,193","3,584",0,153,"1,296","6,290","12,020","15,242","12,893","12,873",,,"11,770",21,,-,-,,"3,189","3,689","5,400","4,796","4,193","3,584",0,153,"1,296",,,,,,,,,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Consular services: miscellaneous,fco-other-services-consular,,,,,,,,,,,,,,,,,,,65,,,,,,81,,,,,,85,,,,,,86,,,,,,84,,,,,,104,,,,,,126,,0,,116,,0,,93,,0,,40,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,Data for miscellaneous consular services provided by UK embassies and consulates.,The costs for this service are calculated jointly with maritime consular services.,,Individuals,Taxpayers,FCO,FCO,,,,,0,,0,,,,,,,,,17,14,9,25,33,18,10,23,53,40,0,0,0,0,0,,,12,,,-,-,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,"Notices of intended marriage, civil partnership, overseas relationship",fco-receiving-notice-of-intended-marriage-civil-partnership-overseas-relationship,,,,,,,,,,,,,,,,,,,"4,133",,,,,,"3,940",,,,,,"3,574",,,,,,"3,435",,,,,,"3,194",,,,,,"2,932",,,,,,"2,677",,0,,"2,274",,0,,"2,084",,0,,"1,972",,0,,"1,855",,0,,"1,909",,0,,,,,,,,,,,,,,,,,,Providing information,,,"Data for notices of intended marriage, civil partnership, overseas relationship received at consular offices.",,,Individuals,Fees and charges,FCO,FCO,,,,,"1,909",,0,,,,,,,,,"1,004","1,011","1,054","1,064",811,645,915,823,549,390,512,633,437,273,566,,,312,471,,-,-,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Registrations of a birth abroad,fco-registering-a-birth-abroad,,,,,,,,,,,,,"5,339",,,,,,"5,530",,,,,,"5,671",,,,,,"5,757",,,,,,"5,996",,,,,,"5,668",,,,,,"4,846",,,,,,"4,093",,0,,"2,595",,0,,"1,355",,0,,391,,0,,130,,0,,22,,0,,,,,,,,,,,,,,,,,,Registering,https://www.gov.uk/register-a-birth,,Data for applications to register a birth abroad with the General Register Office in the UK.,,,Individuals,Fees and charges,FCO,FCO,,,,,22,,0,,,,,,,,,"1,285","1,294","1,367","1,584","1,426","1,380","1,606","1,256",966,265,108,16,2,4,0,,,,,,-,-,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Registrations of a death abroad,fco-registering-a-death-abroad,,,,,,,,,,,,,236,,,,,,238,,,,,,246,,,,,,283,,,,,,295,,,,,,281,,,,,,218,,,,,,223,,0,,165,,0,,116,,0,,45,,0,,13,,0,,2,,0,,,,,,,,,,,,,,,,,,Registering,https://www.gov.uk/register-a-death,,Data for applications to register a death abroad with the General Register Office in the UK.,,,Individuals,Fees and charges,FCO,FCO,,,,,2,,0,,,,,,,,,75,41,57,65,83,78,69,51,71,32,11,2,0,0,0,,,,,,-,-,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,-,-,ok,ok
FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,FCO,Solemnising or attending a marriage,fco-solemnising-or-attending-a-marriage,,,,,,,,,,,,,,,,,,,95,,,,,,108,,,,,,111,,,,,,106,,,,,,101,,,,,,127,,,,,,158,,0,,208,,0,,237,,0,,235,,0,,234,,0,,237,,0,,,,,,,,,,,,,,,,,,Requesting a licence or consent,,,Data for solemnising or attending marriages abroad.,,,Individuals,Fees and charges,FCO,FCO,,,,,237,,0,,,,,,,,,18,25,18,34,31,28,13,29,57,59,63,58,55,58,66,,,70,57,,-,-,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,-,-,ok,ok
HMRC,HM Revenue and Customs,HM Revenue and Customs,HMRC,HMRC agent authorisations,hmrc-agent-authorisation,"1,788,457",6.49,"411,188",0.10,,,,,,,,,"2,053,966",6.49,"473,283",0.10,,,"2,057,702",6.24,"535,537",0.10,,,"2,041,218",6.17,"547,851",0.10,,,"2,089,911",6.14,"570,426",0.10,,,"2,107,843",6.06,"593,705",0.10,,,"2,075,808",5.84,"602,910",0.10,,,"2,033,113",5.53,"630,301",0.10,,,"2,018,384",5.23,"664,659",0.10,"1,948,518",2.46,"689,126",0.10,"1,894,380",2.52,"708,344",0.10,"1,921,855",3.00,"771,806",0.10,"1,916,075",2.82,"791,807",0.10,"1,950,926",2.70,"849,419",0.10,"2,036,490",2.25,"921,267",0.10,"2,007,631",1.90,"923,864",0.10,"2,040,235",1.80,"986,045",0.10,"2,082,964",1.81,"1,000,274",0.10,Requesting a licence or consent,http://www.hmrc.gov.uk/agents/authorisation/,Agent authorisation,"Data for registrations, licence requests and authorisations submitted by tax agents, advisers and accountants.","1.Transaction and cost numbers have been collected using current year outturn data. Variations from baseline 2011 to 2012 costs have been driven by changing volumes, investment and efficiencies already in train. <br>2. Unit cost data has been constructed using paybill data, with a 23% uplift for overheads. HMRC's costing framework is in development, and changes are in train to improve the accuracy of estates and IT cost apportionment. <br>3. Assumptions have been made about the balance of cost for transactional and enforcement/ other activity where business units mix both. <br>4. Additional IT investment to facilitate digital may alter the cost balance, with additional depreciation charges increasing online cost.","Transactions include registrations, licence requests and authorisations.",Business,Taxpayers,HMRC,HMRC,,,,1,"1,950,926",,"771,806",,,,,https://www.whatdotheyknow.com/new/hmrc,,,,"529,172","444,143","540,081","544,306","512,688","492,836","558,013","512,271","469,993","478,107","488,147","458,133","497,468","472,327","522,998","543,697","468,609","504,931","565,727","2,082,964","2,082,964",y,"121,107","112,554","146,039","155,837","133,421","135,129","169,318","165,042","160,812","169,487","193,785","184,260","224,274","189,488","251,397","256,108","226,871","251,669","265,626","1,000,274","1,000,274",y,ok,ok
HMRC,HM Revenue and Customs,HM Revenue and Customs,HMRC,Alcohol and Tobacco Warehousing Declarations,hmrc-alcohol-tobacco-warehousing-declarations,,,,,,,,,,,,,,,,,,,"126,654",,"39,412",,,,"171,535",,"79,864",,,,"179,640",,"124,168",,,,"180,257",,"163,800",,,,"181,757",,"165,324",,,,"189,782",0.09,"174,303",0.10,,,"203,176",0.27,"189,318",0.25,"211,534",0.44,"196,997",0.40,"223,502",0.59,"209,619",0.64,"229,238",0.73,"214,862",0.65,"230,710",0.73,"216,023",0.64,"235,806",0.71,"218,584",0.63,"237,719",0.71,"220,535",0.63,"239,540",0.71,"222,639",0.63,"239,962",0.73,"223,199",0.64,"240,437",0.72,"226,689",0.63,Providing information,,,"Data for applications to become an authorised warehouse keeper, and warrants declaring duty payable on goods released for UK consumption.",,"A transaction is an application to become an authorised warehousekeeper or a warrant declaring duty payable on alcohol and tobacco goods being released for consumption in the UK. These do not include payment transactions.
",Business,Taxpayers,HMRC,HMRC,,,,,"235,806",,"214,862",,,,,,,,,,"41,552","41,552","43,550","44,881","49,657","42,169","45,050","52,906","63,051","50,527","57,018","58,642","64,523","55,623","58,931","60,463","64,945","56,098","240,437","240,437",y,,,,"39,412","40,452","44,304","39,632","40,936","49,431","59,319","47,232","53,637","54,674","60,480","49,793","55,588","56,778","61,041","53,282","226,689","226,689",y,ok,ok
HMRC,HM Revenue and Customs,Valuation Office Agency,VOA,Billing authority updates to the Council Tax list,hmrc-billing-authority-updates-to-the-council-tax-list,"373,000",,"159,000",,,,,,,,,,"374,045",,,,,,"347,024",,,,,,"352,771",,,,,,"357,497",,,,,,"368,415",,,,,,"369,167",,,,,,"376,010",,,,,,"375,648",,,,"382,511",,"177,279",,"400,224",,"185,192",,"407,751",,"185,100",,"422,065",,"191,879",,"429,186",,"196,787",,"433,616",,"204,427",,"438,999",,"220,496",,"451,991",,"237,201",,"464,527",,"255,973",,Providing information,,,Data for billing authority updates to the Council Tax list.,,,Business,Taxpayers,HMRC,HMRC,,,,,"429,186",,"185,100",,,,,,,,,"89,115","90,485","81,186","86,238","94,862","95,211","92,104","86,990","101,705","94,849","98,967","104,703","109,232","109,163","106,088","109,133","114,615","122,155","118,624","464,527","464,527",y,,,,,,,,"39,019","50,446","42,425","45,389","46,932","50,354","49,204","50,297","54,572","66,423","65,909","69,069","255,973","255,973",y,ok,ok
HMRC,HM Revenue and Customs,Valuation Office Agency,VOA,Billing authority updates to the rating list,hmrc-billing-authority-updates-to-the-rating-list,"95,000",,"49,000",,,,,,,,,,"95,278",,,,,,"94,173",,,,,,"97,484",,,,,,"99,588",,,,,,"104,495",,,,,,"105,301",,,,,,"106,614",,,,,,"107,743",,,,"108,933",,"61,222",,"110,520",,"61,912",,"112,490",,"63,565",,"113,847",,"64,256",,"116,175",,"65,017",,"119,374",,"67,928",,"122,552",,"69,656",,"128,122",,"74,025",,"132,300",,"76,839",,Providing information,,,Data for billing authority updates to the rating list.,,,Business,Taxpayers,HMRC,HMRC,,,,,"116,175",,"63,565",,,,,,,,,"22,705","24,039","21,217","26,212","26,016","26,143","26,124","27,018","27,329","27,272","27,314","28,605","29,299","28,629","29,642","31,804","32,477","34,199","33,820","132,300","132,300",y,,,,,,,,"15,240","15,109","15,458","15,415","15,930","16,762","16,149","16,176","18,301","19,030","20,518","18,990","76,839","76,839",y,ok,ok
HMRC,HM Revenue and Customs,Valuation Office Agency,VOA,Business rates appeals,hmrc-business-rates-appeal,"203,000",,"88,000",,,,,,,,,,"136,323",,,,,,"124,480",,,,,,"115,575",,,,,,"108,102",,,,,,"101,360",,,,,,"98,605",,,,,,"101,314",,,,,,"98,797",,,,"150,942",,"119,195",,"275,997",,"217,399",,"278,246",,"221,318",,"276,974",,"221,577",,"227,901",,"178,503",,"102,537",,"84,140",,"96,299",,"77,554",,"97,771",,"73,761",,"113,785",,"84,442",,Providing information,,,Data for requests to the Valuation Office Agency to change a property's rateable value.,,,Business,Taxpayers,HMRC,HMRC,,,,,"227,901",,"221,318",,,,,,,,,"33,893","32,828","29,979","27,780","24,988","25,355","23,237","25,025","27,697","22,838","75,382","150,080","29,946","21,566","26,309","24,716","23,708","23,038","42,323","113,785","113,785",y,,,,,,,,"17,389","20,499","16,422","64,885","115,593","24,418","16,681","21,811","21,230","17,832","12,888","32,492","84,442","84,442",y,ok,ok
HMRC,HM Revenue and Customs,HM Revenue and Customs,HMRC,Applications for recognition of charitable status and gift aid,hmrc-charities-applications-change-of-details-gift-aid,"372,252",,0,,,,,,,,,,"169,495",,0,,,,"340,588",,"11,346",,,,"354,906",,"31,549",,,,"375,804",,"64,504",,,,"390,484",,"108,595",,,,"377,457",,"141,246",0.10,,,"377,645",0.04,"162,940",0.10,,,"371,554",2.62,"170,975",0.10,"352,435",3.32,"173,204",0.10,"335,122",3.00,"176,372",0.10,"322,817",3.10,"177,187",0.10,"324,018",4.03,"180,101",0.10,"316,636",3.79,"183,507",1.38,"316,041",3.77,"186,187",0.97,"314,730",3.64,"187,886",1.27,"308,473",4.21,"191,636",1.39,"308,088",4.75,"194,619",1.70,Requesting a licence or consent,,,"Data for applications for recognition of charitable status, changes of details and gift aid transactions.",,,Business,Taxpayers,HMRC,HMRC,,,Online not delivered until Apr 13 although print and post is available now with an alternative of paper for those without a pc. Figures are therefore shown in post column.,,"316,636",,"177,187",,,,,,,,,"74,545","63,249","90,447","112,347","88,863","84,147","105,127","99,320","89,050","78,057","86,008","82,007","76,745","79,258","78,626","81,412","75,434","73,001","78,241","308,088","308,088",y,,,,"11,346","20,203","32,955","44,091","43,997","41,896","40,991","46,320","47,165","42,711","43,905","49,726","49,845","44,410","47,655","52,709","194,619","194,619",y,ok,ok
HMRC,HM Revenue and Customs,HM Revenue and Customs,HMRC,Child Benefit transactions,hmrc-child-benefit,"5,881,026",6.20,,,,,,,,,,,"5,315,183",5.20,,,,,"5,513,864",5.20,"125,291",,,,"5,685,104",5.21,"313,818",,,,"5,739,005",6.16,"496,816",,,,"5,886,965",5.24,"638,006",,,,"5,754,687",7.56,"604,192",5.80,,,"5,586,987",7.97,"579,523",6.36,,,"5,482,751",7.20,"494,269",6.64,"5,331,224",7.95,"449,269",6.87,"5,270,366",8.05,"471,976",7.03,"5,253,790",8.09,"468,053",6.85,"5,295,913",8.02,"479,600",6.69,"5,322,639",8.17,"466,587",6.69,"5,434,126",8.00,"429,654",6.45,"5,553,824",7.65,"333,489",4.34,"5,401,177",7.82,"238,711",6.46,"5,344,310",7.36,"172,502",5.46,"Requesting benefits, payments or loans",https://www.gov.uk/child-benefit/overview,Child Benefit,Data for initial claims and changes to circumstances to help parents or guardians with the cost of raising a child.,"1.Transaction and cost numbers have been collected using current year outturn data. Variations from baseline 2011 to 2012 costs have been driven by changing volumes, investment and efficiencies already in train. <br>2. Unit cost data has been constructed using paybill data, with a 23% uplift for overheads. HMRC's costing framework is in development, and changes are in train to improve the accuracy of estates and IT cost apportionment. <br>3. Assumptions have been made about the balance of cost for transactional and enforcement/ other activity where business units mix both. <br>4. Additional IT investment to maintain the digital service may alter the cost balance, with additional depreciation charges increasing online cost.","The volume of transactions includes initial claims and changes to circumstances, but not individual payments.",Individuals,Taxpayers,HMRC,HMRC,,,,1,"5,322,639",,"468,053",,,,,https://www.whatdotheyknow.com/new/hmrc,,,,"1,547,947","1,215,600","1,201,055","1,549,262","1,719,187","1,269,501","1,349,015","1,416,984","1,551,487","1,165,265","1,197,488","1,356,126","1,534,911","1,207,388","1,224,214","1,467,613","1,654,609","1,054,741","1,167,347","5,344,310","5,344,310",y,,,,"125,291","188,527","182,998","141,190","91,477","163,858","97,744","96,190","114,184","159,935","109,291","83,177","77,251","63,770","14,513","16,968","172,502","172,502",y,ok,ok
HMRC,HM Revenue and Customs,HM Revenue and Customs,HMRC,Construction Industry Scheme transactions,hmrc-construction-industry-scheme,"3,807,258",1.42,"2,340,222",0.10,,,,,,,,,"3,550,332",1.29,"2,480,380",0.10,,,"3,651,076",1.18,"2,615,965",0.10,,,"3,668,530",1.06,"2,705,824",0.10,,,"3,701,690",0.97,"2,786,675",0.10,,,"3,752,137",0.89,"2,876,048",0.10,,,"3,715,019",1.57,"2,858,506",0.10,,,"3,738,221",1.96,"2,899,526",0.10,,,"3,761,761",2.49,"2,949,986",0.33,"3,795,096",2.76,"3,007,585",0.35,"3,897,065",1.78,"3,171,049",0.20,"3,961,514",2.05,"3,263,181",0.15,"4,040,982",1.72,"3,348,509",0.15,"4,131,895",1.72,"3,452,702",0.10,"4,416,410",1.59,"3,725,252",0.10,"4,704,944",1.57,"4,037,684",0.10,"4,972,063",1.46,"4,350,155",0.10,"5,158,653",1.40,"4,579,840",0.10,Providing information,http://www.hmrc.gov.uk/cis/,Construction Industry Scheme,"Data for form submissions, amended submissions and registrations with the scheme, which defines how to handle payments to subcontractors.","1.Transaction and cost numbers have been collected using current year outturn data. Variations from baseline 2011 to 2012 costs have been driven by changing volumes, investment and efficiencies already in train. <br>2. Unit cost data has been constructed using paybill data, with a 23% uplift for overheads. HMRC's costing framework is in development, and changes are in train to improve the accuracy of estates and IT cost apportionment. <br>3. Assumptions have been made about the balance of cost for transactional and enforcement/ other activity where business units mix both. <br>4. Additional IT investment to maintain the digital service may alter the cost balance, with additional depreciation charges increasing online cost.","The volume of transactions includes initial claims and changes to circumstances and forms received digitally, but not individual payments made.",Business,Taxpayers,HMRC,HMRC,,,,1,"4,131,895",,"3,263,181",,,,,https://www.whatdotheyknow.com/new/hmrc,,,,"939,524","885,505","885,065","940,253","957,706","918,665","935,512","903,136","980,909","942,204","968,847","1,005,105","1,045,358","1,021,672","1,059,760","1,289,620","1,333,892","1,288,791","1,246,350","5,158,653","5,158,653",y,"643,739","636,572","640,500","695,154","733,597","717,423","729,873","677,613","774,618","767,882","787,472","841,077","866,750","853,210","891,665","1,113,627","1,179,182","1,165,681","1,121,350","4,579,840","4,579,840",y,ok,ok
HMRC,HM Revenue and Customs,HM Revenue and Customs,HMRC,Corporation Tax transactions,hmrc-corporation-tax,"17,950,000",1.18,"5,250,000",0.10,,,,,,,,,"17,461,000",0.95,"5,140,000",0.10,,,"16,446,435",0.94,"4,886,796",0.10,,,"16,489,148",0.92,"4,765,242",0.10,,,"16,552,102",0.92,"4,581,482",0.10,,,"16,692,424",0.98,"4,396,125",0.10,,,"16,749,320",1.07,"4,480,666",0.10,,,"16,920,797",1.14,"4,589,618",0.10,,,"14,113,693",1.40,"4,680,965",0.73,"11,348,677",1.79,"4,751,124",1.35,"8,603,205",2.09,"4,776,736",1.98,"6,084,591",2.66,"4,751,868",2.23,"6,177,290",2.20,"4,781,896",1.86,"6,381,101",2.04,"4,942,743",1.73,"6,500,014",2.18,"5,073,571",1.82,"6,547,289",2.31,"5,145,490",1.90,"6,634,222",2.67,"5,239,330",2.22,"6,705,310",2.77,"5,282,822",2.30,Providing information,http://www.hmrc.gov.uk/ct/index.htm,,"Data for tax payments made on company profits, and on the profits of permanent establishments of non-UK resident companies that trade in the EU.","The cost of these transactions will include all the back office activity undertaken to deal with work arising from the contacts. It excludes the cost of compliance and enforcement activity. <br>1.Transaction and cost numbers have been collected using current year outturn data. Variations from baseline 2011 to 2012 costs have been driven by changing volumes, investment and efficiencies already in train. <br>2. Unit cost data has been constructed using paybill data, with a 23% uplift for overheads. HMRC's costing framework is in development, and changes are in train to improve the accuracy of estates and IT cost apportionment. <br>3. Assumptions have been made about the balance of cost for transactional and enforcement/ other activity where business units mix both. <br>4. Additional IT investment to maintain the digital service may alter the cost balance, with additional depreciation charges increasing online cost.

","The transaction is defined as each customer contact, both incoming and outgoing (counted individually), within a process. This is counted by the channel used to make that contact. Estimates from samples are used where a physical count is not available. ",Business,Taxpayers,HMRC,HMRC,,,,1,"6,381,101",,"4,751,868",,,,,https://www.whatdotheyknow.com/new/hmrc,,,,"3,799,215","4,307,561","4,162,806","4,176,853","3,841,928","4,370,515","4,303,128","4,233,749","4,013,405","1,563,411","1,538,112","1,488,277","1,494,791","1,656,110","1,741,923","1,607,190","1,542,066","1,743,043","1,813,011","6,705,310","6,705,310",y,"1,178,101","1,372,349","1,330,466","1,005,880","1,056,547","1,188,589","1,145,109","1,090,421","1,165,499","1,279,936","1,215,268","1,116,033","1,140,631","1,309,964","1,376,115","1,246,861","1,212,550","1,403,804","1,419,607","5,282,822","5,282,822",y,ok,ok
HMRC,HM Revenue and Customs,Valuation Office Agency,VOA,Council Tax valuation appeals,hmrc-council-tax-valuation-appeal,"15,800",,"3,800",,,,,,,,,,"26,541",,,,,,"29,309",,,,,,"32,783",,,,,,"35,376",,,,,,"37,107",,,,,,"36,755",,,,,,"34,990",,,,,,"34,970",,,,"35,467",,"7,518",,"37,382",,"7,622",,"40,893",,"8,261",,"43,300",,"8,793",,"42,350",,"6,895",,"44,177",,"6,650",,"44,758",,"6,827",,"42,425",,"5,759",,"42,274",,"5,475",,Providing information,https://www.gov.uk/council-tax-appeals,Council Tax appeals,Data for Council Tax valuation appeals.,,,Individuals,Taxpayers,HMRC,HMRC,,,,,"42,350",,"8,261",,,,,,,,,"6,054","6,179","8,490","8,586","9,528","8,772","10,221","8,234","7,763","8,752","10,718","10,149","11,274","11,159","9,768","11,976","11,855","8,826","9,617","42,274","42,274",y,,,,,,,,"1,735","1,795","1,806","2,182","1,839","2,434","2,338",284,"1,594","2,611","1,270",0,"5,475","5,475",y,ok,ok
HMRC,HM Revenue and Customs,HM Revenue and Customs,HMRC,Customs transactions,hmrc-customs,"97,703,808",0.18,"96,191,696",0.10,,,,,,,,,"98,634,777",0.15,"98,341,502",0.10,,,"110,570,730",0.12,"110,376,986",0.10,,,"115,623,150",0.12,"115,442,713",0.10,,,"121,223,934",0.12,"121,049,124",0.10,,,"124,928,907",0.12,"124,755,649",0.10,,,"127,778,144",0.13,"127,595,164",0.10,,,"130,600,462",0.13,"130,408,155",0.10,,,"134,543,702",0.13,"134,359,709",0.10,"138,547,796",0.13,"138,377,329",0.10,"142,484,891",0.10,"142,360,139",,"146,437,222",0.07,"146,353,500",0.05,"151,274,535",0.04,"151,216,868",0.03,"146,816,303",0.04,"146,785,484",,"144,270,801",0.02,"144,240,479",,"139,458,627",0.02,"139,431,089",,"134,526,771",0.01,"134,503,126",,"137,327,249",0.01,"137,306,173",0.00,Providing information,,,"Data for Customs Handling of Import Export Freight (CHIEF), Import Control System (ICS), National Export System (NES), National Transit, Electronic Binding Tariff Information, Intrastat and New Computerised Transit Sytem (NCTS).","1.Transaction and cost numbers have been collected using current year outturn data. Variations from baseline 2011 to 2012 costs have been driven by changing volumes, investment and efficiencies already in train. <br>2. Unit cost data has been constructed using paybill data, with a 23% uplift for overheads. HMRC's costing framework is in development, and changes are in train to improve the accuracy of estates and IT cost apportionment. <br>3. Assumptions have been made about the balance of cost for transactional and enforcement/ other activity where business units mix both. <br>4. Additional IT investment to maintain the digital service may alter the cost balance, with additional depreciation charges increasing online cost.","The transaction is defined as each customer contact, both in-coming and out-going (counted individually), within a process.  This is counted by the channel used to make that contact.  We are using an estimate from a sample where a physical count is not available.  The cost of these transactions will include all the back office activity undertaken to deal with work arising from the contacts.  It excludes the cost of compliance and enforcement activity. Transactions include declarations and telephone contacts.",Business,Taxpayers,HMRC,HMRC,,,,1,"146,816,303",,"146,353,500",,,,,https://www.whatdotheyknow.com/new/hmrc,,,,"25,709,556","26,373,662","28,612,406","29,875,106","30,761,976","31,974,446","32,317,379","32,724,343","33,584,294","35,917,686","36,321,473","36,661,438","37,536,625","40,754,999","31,863,241","34,115,936","32,724,451","35,823,143","34,663,719","137,327,249","137,327,249",y,"25,655,964","26,325,224","28,564,189","29,831,609","30,721,691","31,931,635","32,270,714","32,671,124","33,534,682","35,883,189","36,288,334","36,653,934","37,528,043","40,746,557","31,856,950","34,108,929","32,718,653","35,819,594","34,658,997","137,306,173","137,306,173",y,ok,ok
